WKT,Analyser,Gns. mg/l,Min. mg/l,Maks. mg/l,Gns. topdybde,Min. topdybde,Maks. topdybde,Min. dato,Maks. dato,objectid,rgb,txt_search
"POLYGON ((610000 6115000,615000 6115000,615000 6120000,610000 6120000,610000 6115000))","     54","     18.2","      2.4","     45.0","     17.9","      4.0","     33.0",1966-09-22,2020-03-24,"   2000007834",255 255 0,
"POLYGON ((500000 6105000,505000 6105000,505000 6110000,500000 6110000,500000 6105000))","      8","    151.4","      2.5","    263.0","      -.7","     -1.0","      -.5",1986-02-24,1986-02-25,"       155660",255 0 0,
"POLYGON ((605000 6110000,610000 6110000,610000 6115000,605000 6115000,605000 6110000))","    297","     20.6","      2.0","     90.0","      7.7","      1.2","     15.0",1978-12-14,2020-05-05,"   1994008765",255 255 0,
"POLYGON ((520000 6075000,525000 6075000,525000 6080000,520000 6080000,520000 6075000))","     56","     19.3","      2.0","     59.0","     14.1","      6.0","     35.5",1968-02-19,2020-10-05,"       109633",255 255 0,
"POLYGON ((710000 6215000,715000 6215000,715000 6220000,710000 6220000,710000 6215000))","      8","     41.8","      2.4","     96.5","     24.0","     17.0","     37.5",1969-08-21,2008-03-13,"       109766",255 125 0,
"POLYGON ((720000 6185000,725000 6185000,725000 6190000,720000 6190000,720000 6185000))","     73","     26.3","      2.0","     97.4","     31.3","      2.5","     75.9",1932-06-08,2018-09-27,"       110915",255 125 0,
"POLYGON ((715000 6185000,720000 6185000,720000 6190000,715000 6190000,715000 6185000))","     87","     28.5","      2.0","    300.0","     21.8","       .0","     45.0",1931-10-09,2020-08-24,"       111447",255 125 0,
"POLYGON ((700000 6170000,705000 6170000,705000 6175000,700000 6175000,700000 6170000))","    232","     26.4","      2.0","    162.0","     18.4","      1.0","     32.0",1983-12-01,2019-12-09,"   1997004495",255 125 0,
"POLYGON ((720000 6175000,725000 6175000,725000 6180000,720000 6180000,720000 6175000))","    167","     15.3","      2.0","    131.0","     16.6","      4.0","     55.9",1968-09-17,2020-06-03,"       111669",255 255 0,
"POLYGON ((645000 6170000,650000 6170000,650000 6175000,645000 6175000,645000 6170000))","     75","     17.0","      2.0","    168.0","     25.1","      4.5","     78.0",1969-04-15,2020-11-04,"       111135",255 255 0,
"POLYGON ((680000 6165000,685000 6165000,685000 6170000,680000 6170000,680000 6165000))","    101","     20.3","      2.1","     83.0","     22.7","      1.7","     39.6",1987-09-02,2020-10-20,"       150691",255 255 0,
"POLYGON ((675000 6160000,680000 6160000,680000 6165000,675000 6165000,675000 6160000))","      4","      2.7","      2.2","      3.0","     74.1","     54.0","     94.2",1965-11-24,2002-04-29,"   2006360364",0 255 0,
"POLYGON ((690000 6165000,695000 6165000,695000 6170000,690000 6170000,690000 6165000))","    154","     40.5","      4.3","    110.7","     19.6","      4.0","     89.0",1923-07-12,2020-10-05,"       112200",255 125 0,
"POLYGON ((680000 6170000,685000 6170000,685000 6175000,680000 6175000,680000 6170000))","     31","     17.2","      2.0","     41.0","     12.1","      3.0","     29.9",1989-06-19,2010-06-08,"       224962",255 255 0,
"POLYGON ((730000 6165000,735000 6165000,735000 6170000,730000 6170000,730000 6165000))","     36","      4.2","      2.0","     15.0","     25.3","     13.3","     48.0",1985-02-07,2014-03-05,"   2012006003",0 255 0,
"POLYGON ((675000 6150000,680000 6150000,680000 6155000,675000 6155000,675000 6150000))","      5","      5.7","      2.3","     10.0","     50.1","      1.0","    101.0",1951-06-29,2010-04-14,"       112633",0 255 0,
"POLYGON ((645000 6130000,650000 6130000,650000 6135000,645000 6135000,645000 6130000))","    118","     15.9","      2.0","     87.0","     26.3","     10.0","     52.5",1974-02-16,2020-11-05,"       113516",255 255 0,
"POLYGON ((675000 6125000,680000 6125000,680000 6130000,675000 6130000,675000 6125000))","      6","     37.9","      2.2","     72.0","     59.1","     24.0","    108.3",1979-04-26,2001-10-01,"       113695",255 125 0,
"POLYGON ((695000 6130000,700000 6130000,700000 6135000,695000 6135000,695000 6130000))","      4","     21.4","      2.4","     51.0","     20.5","      3.5","     35.0",1972-06-13,2013-10-08,"       113775",255 255 0,
"POLYGON ((680000 6140000,685000 6140000,685000 6145000,680000 6145000,680000 6140000))","     22","     19.3","      2.0","    142.0","     18.0","       .0","     38.1",1900-01-01,2011-03-24,"       112834",255 255 0,
"POLYGON ((690000 6125000,695000 6125000,695000 6130000,690000 6130000,690000 6125000))","      4","     11.9","      3.0","     45.0","     26.4","      4.0","     42.1",1966-02-02,2002-12-04,"       114353",255 255 0,
"POLYGON ((655000 6125000,660000 6125000,660000 6130000,655000 6130000,655000 6125000))","      2","     14.5","      5.9","     23.1","     30.5","     24.0","     37.0",1976-06-14,2008-09-30,"   2006387946",255 255 0,
"POLYGON ((695000 6105000,700000 6105000,700000 6110000,695000 6110000,695000 6105000))","      4","      7.6","      3.9","     14.0","     32.0","     21.0","     44.0",1933-09-14,2001-04-17,"       115920",0 255 0,
"POLYGON ((865000 6115000,870000 6115000,870000 6120000,865000 6120000,865000 6115000))","      8","     10.8","      2.0","     32.0","     29.8","     15.0","     65.0",1997-05-21,2013-08-30,"   2000007659",255 255 0,
"POLYGON ((515000 6115000,520000 6115000,520000 6120000,515000 6120000,515000 6115000))","     15","     14.3","      2.1","     39.0","      9.0","      1.5","     35.0",2001-06-27,2010-09-28,"   2002001503",255 255 0,
"POLYGON ((515000 6100000,520000 6100000,520000 6105000,515000 6105000,515000 6100000))","      4","     10.3","      4.0","     19.0","      9.2","      7.0","     11.3",1977-06-30,2001-10-17,"       109044",255 255 0,
"POLYGON ((520000 6130000,525000 6130000,525000 6135000,520000 6135000,520000 6130000))","     18","     27.2","      3.9","     54.0","     20.3","      6.0","     60.5",1973-07-31,2017-04-20,"   1995002061",255 125 0,
"POLYGON ((540000 6265000,545000 6265000,545000 6270000,540000 6270000,540000 6265000))","      3","     12.6","      9.2","     17.0","     35.5","     33.0","     38.0",1992-02-17,2002-08-22,"       255048",255 255 0,
"POLYGON ((660000 6070000,665000 6070000,665000 6075000,660000 6075000,660000 6070000))","      5","     35.3","      2.6","     85.0","     18.7","      1.5","     50.0",1954-11-03,2002-11-18,"       116273",255 125 0,
"POLYGON ((685000 6090000,690000 6090000,690000 6095000,685000 6095000,685000 6090000))","      6","     45.2","      2.5","     84.0","     27.2","       .1","     43.0",1963-10-30,2002-11-25,"       116131",255 125 0,
"POLYGON ((700000 6110000,705000 6110000,705000 6115000,700000 6115000,700000 6110000))","      7","     20.9","      3.0","     73.0","     14.7","      2.2","     32.2",2001-09-26,2013-03-12,"   2003002561",255 255 0,
"POLYGON ((595000 6140000,600000 6140000,600000 6145000,595000 6145000,595000 6140000))","      4","     51.0","     12.0","    108.0","      7.8","      6.2","      9.5",1993-06-29,2013-11-13,"   1995010017",255 0 0,
"POLYGON ((490000 6305000,495000 6305000,495000 6310000,490000 6310000,490000 6305000))","     10","     46.8","      2.6","     90.0","      8.8","      1.0","     22.0",1988-10-25,2018-09-11,"   1999011159",255 125 0,
"POLYGON ((500000 6265000,505000 6265000,505000 6270000,500000 6270000,500000 6265000))","     66","     18.0","      2.0","     83.5","      6.8","      1.5","     17.0",1967-11-07,2007-05-14,"        14680",255 255 0,
"POLYGON ((550000 6215000,555000 6215000,555000 6220000,550000 6220000,550000 6215000))","     21","     42.6","      3.0","    100.0","     20.7","       .0","     62.0",1966-11-30,2021-01-14,"   2006619533",255 125 0,
"POLYGON ((515000 6110000,520000 6110000,520000 6115000,515000 6115000,515000 6110000))","     33","     47.1","      2.0","    120.0","     22.8","      3.0","     42.0",1990-12-04,2013-06-12,"   2010002611",255 125 0,
"POLYGON ((700000 6190000,705000 6190000,705000 6195000,700000 6195000,700000 6190000))","      3","      6.1","      3.6","      7.4","     23.9","     19.9","     29.5",2001-12-20,2011-10-12,"   2009003556",0 255 0,
"POLYGON ((570000 6125000,575000 6125000,575000 6130000,570000 6130000,570000 6125000))","     14","     12.2","      2.4","     68.0","     45.7","      9.3","    103.7",1953-03-10,2019-01-30,"       108218",255 255 0,
"POLYGON ((525000 6215000,530000 6215000,530000 6220000,525000 6220000,525000 6215000))","      6","     30.4","      3.5","     72.0","     50.1","     30.0","     66.3",2002-10-09,2013-09-17,"   2003018807",255 125 0,
"POLYGON ((580000 6350000,585000 6350000,585000 6355000,580000 6355000,580000 6350000))","     19","      8.5","      2.8","     16.0","     24.0","     19.5","     36.0",1989-09-11,2017-08-09,"   1996008660",0 255 0,
"POLYGON ((870000 6125000,875000 6125000,875000 6130000,870000 6130000,870000 6125000))","      4","      7.8","      2.4","     13.0","      9.6","      3.8","     15.3",2017-12-04,2020-11-04,"   2018000741",0 255 0,
"POLYGON ((580000 6135000,585000 6135000,585000 6140000,580000 6140000,580000 6135000))","     15","     19.1","      2.2","     75.0","     21.2","      1.0","     91.1",1974-09-25,2020-10-30,"   2006058303",255 255 0,
"POLYGON ((560000 6370000,565000 6370000,565000 6375000,560000 6375000,560000 6370000))","     19","     12.8","      2.0","     32.0","     40.6","     20.5","     62.0",1975-05-20,2014-09-17,"       100150",255 255 0,
"POLYGON ((565000 6345000,570000 6345000,570000 6350000,565000 6350000,565000 6345000))","      1","      4.0","      4.0","      4.0","     51.0","     51.0","     51.0",2005-02-23,2005-02-23,"   2006025876",0 255 0,
"POLYGON ((535000 6320000,540000 6320000,540000 6325000,535000 6325000,535000 6320000))","      1","      3.0","      3.0","      3.0","     19.5","     19.5","     19.5",1991-03-14,1991-03-14,"   2008091370",0 255 0,
"POLYGON ((565000 6335000,570000 6335000,570000 6340000,565000 6340000,565000 6335000))","     33","     21.2","      2.2","     87.0","     25.4","      2.0","     50.0",1972-06-25,2020-09-25,"       100810",255 255 0,
"POLYGON ((560000 6305000,565000 6305000,565000 6310000,560000 6310000,560000 6305000))","     18","     22.2","      4.2","     44.0","     39.1","      8.5","     57.0",1930-04-28,2013-12-10,"       101597",255 255 0,
"POLYGON ((560000 6290000,565000 6290000,565000 6295000,560000 6295000,560000 6290000))","     11","      8.3","      2.5","     20.0","     49.0","     27.0","     68.0",1972-08-30,2019-09-06,"       102081",0 255 0,
"POLYGON ((570000 6275000,575000 6275000,575000 6280000,570000 6280000,570000 6275000))","    103","     38.9","      4.6","     97.0","     32.0","      6.0","     57.0",1960-04-12,2020-11-09,"       102121",255 125 0,
"POLYGON ((555000 6265000,560000 6265000,560000 6270000,555000 6270000,555000 6265000))","     10","     53.9","      3.3","    101.0","     24.1","      7.0","     46.0",1971-01-21,2012-04-18,"       102448",255 0 0,
"POLYGON ((465000 6250000,470000 6250000,470000 6255000,465000 6255000,465000 6250000))","     10","     27.1","      3.6","     85.3","     23.9","      6.3","    104.0",1989-12-04,2020-02-18,"   2006138420",255 125 0,
"POLYGON ((465000 6255000,470000 6255000,470000 6260000,465000 6260000,465000 6255000))","     11","     22.9","      2.0","     48.0","     11.4","      1.0","     23.0",1992-10-01,2012-06-11,"         4187",255 255 0,
"POLYGON ((475000 6230000,480000 6230000,480000 6235000,475000 6235000,475000 6230000))","      4","     45.3","     16.0","     73.0","     47.1","     26.0","     73.0",1983-02-17,2011-06-23,"       103533",255 125 0,
"POLYGON ((570000 6240000,575000 6240000,575000 6245000,570000 6245000,570000 6240000))","      6","     11.2","      7.7","     15.5","     15.8","     15.0","     17.0",1977-07-11,2003-09-30,"       104164",255 255 0,
"POLYGON ((515000 6225000,520000 6225000,520000 6230000,515000 6230000,515000 6225000))","      9","     35.2","      5.6","     64.0","     18.2","      3.5","     37.0",1967-10-02,2001-05-21,"       104669",255 125 0,
"POLYGON ((480000 6195000,485000 6195000,485000 6200000,480000 6200000,480000 6195000))","      2","     31.9","     31.9","     31.9","     13.0","     13.0","     13.0",1976-08-09,1976-08-09,"   2006380309",255 125 0,
"POLYGON ((510000 6205000,515000 6205000,515000 6210000,510000 6210000,510000 6205000))","     39","      8.4","      3.0","     12.0","     11.8","      4.5","     16.0",1969-09-26,2003-06-16,"       105278",0 255 0,
"POLYGON ((515000 6185000,520000 6185000,520000 6190000,515000 6190000,515000 6185000))","      5","     38.2","     29.0","     45.0","     25.2","     14.0","     31.0",1929-05-10,2002-10-17,"       105734",255 125 0,
"POLYGON ((565000 6195000,570000 6195000,570000 6200000,565000 6200000,565000 6195000))","      5","     33.5","      5.6","    110.0","      7.9","      -.4","     29.0",1966-03-29,2015-02-16,"       105861",255 125 0,
"POLYGON ((530000 6170000,535000 6170000,535000 6175000,530000 6175000,530000 6170000))","      4","      4.0","      2.0","      7.8","     32.9","     21.0","     43.0",1954-07-08,1993-08-31,"       106437",0 255 0,
"POLYGON ((545000 6175000,550000 6175000,550000 6180000,545000 6180000,545000 6175000))","      7","     18.5","      2.2","     45.0","     28.2","     15.6","     49.0",1991-09-30,2018-10-23,"   1998007947",255 255 0,
"POLYGON ((505000 6155000,510000 6155000,510000 6160000,505000 6160000,505000 6155000))","     12","     33.0","      2.1","     90.0","     36.3","     16.0","     56.5",1933-12-16,2017-10-24,"       106853",255 125 0,
"POLYGON ((525000 6155000,530000 6155000,530000 6160000,525000 6160000,525000 6155000))","     10","     25.5","      7.5","     56.0","     30.2","      8.0","     79.0",1974-06-24,2020-10-13,"       106919",255 125 0,
"POLYGON ((595000 6110000,600000 6110000,600000 6115000,595000 6115000,595000 6110000))","      2","      8.0","      2.0","     14.0","     48.1","     42.0","     54.2",1982-07-05,2005-06-21,"   2006059085",0 255 0,
"POLYGON ((515000 6105000,520000 6105000,520000 6110000,515000 6110000,515000 6105000))","     15","     54.5","      2.4","    110.0","     31.4","      1.0","     56.0",1990-01-22,2009-12-02,"   1996011116",255 0 0,
"POLYGON ((505000 6080000,510000 6080000,510000 6085000,505000 6085000,505000 6080000))","     15","     24.4","      2.1","     49.0","     17.5","      5.0","     30.0",1961-10-03,2009-11-24,"       109397",255 255 0,
"POLYGON ((590000 6090000,595000 6090000,595000 6095000,590000 6095000,590000 6090000))","     10","     31.7","      2.0","     61.4","     10.5","      9.2","     11.8",1992-09-29,2000-10-16,"   2001026824",255 125 0,
"POLYGON ((700000 6215000,705000 6215000,705000 6220000,700000 6220000,700000 6215000))","      1","     19.0","     19.0","     19.0","     15.0","     15.0","     15.0",1969-08-15,1969-08-15,"       109751",255 255 0,
"POLYGON ((690000 6215000,695000 6215000,695000 6220000,690000 6220000,690000 6215000))","     98","     33.6","      2.0","    286.0","     17.8","      2.0","     29.7",1921-11-17,2020-11-30,"       109913",255 125 0,
"POLYGON ((650000 6190000,655000 6190000,655000 6195000,650000 6195000,650000 6190000))","      8","     31.8","     10.0","     60.0","     26.1","     26.0","     26.4",1961-12-19,2018-05-07,"       110450",255 125 0,
"POLYGON ((640000 6165000,645000 6165000,645000 6170000,640000 6170000,640000 6165000))","      6","      3.3","      3.0","      4.0","     36.3","     35.0","     37.8",1993-11-08,1993-11-08,"   2006411233",0 255 0,
"POLYGON ((650000 6165000,655000 6165000,655000 6170000,650000 6170000,650000 6165000))","     15","     21.9","      2.8","     53.0","     21.4","      7.5","     32.0",1974-10-08,2020-10-26,"       111995",255 255 0,
